DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
20210909,0.0700,0.0700,0.0700,0.0700,0
20210910,0.0800,0.0800,0.0800,0.0800,0
20210913,0.0700,0.0700,0.0700,0.0700,0
20210914,0.0700,0.0700,0.0700,0.0700,0
20210915,0.0700,0.0700,0.0700,0.0700,0
20210916,0.0700,0.0700,0.0700,0.0700,0
20210917,0.0700,0.0700,0.0700,0.0700,0
20210920,0.0700,0.0700,0.0700,0.0700,0
20210921,0.0700,0.0700,0.0700,0.0700,0
20210922,0.0800,0.0800,0.0800,0.0800,0
20210923,0.0800,0.0800,0.0800,0.0800,0
20210924,0.0800,0.0800,0.0800,0.0800,0
20210927,0.0900,0.0900,0.0900,0.0900,0
20210928,0.0900,0.0900,0.0900,0.0900,0
20210929,0.0900,0.0900,0.0900,0.0900,0
20210930,0.0900,0.0900,0.0900,0.0900,0
20211001,0.0900,0.0900,0.0900,0.0900,0
20211004,0.0900,0.0900,0.0900,0.0900,0
20211005,0.0900,0.0900,0.0900,0.0900,0
20211006,0.1000,0.1000,0.1000,0.1000,0
20211007,0.1000,0.1000,0.1000,0.1000,0
20211008,0.0900,0.0900,0.0900,0.0900,0
20211012,0.1000,0.1000,0.1000,0.1000,0
20211013,0.1100,0.1100,0.1100,0.1100,0
20211014,0.1000,0.1000,0.1000,0.1000,0
20211015,0.1200,0.1200,0.1200,0.1200,0
20211018,0.1100,0.1100,0.1100,0.1100,0
20211019,0.1100,0.1100,0.1100,0.1100,0
20211020,0.1000,0.1000,0.1000,0.1000,0
20211021,0.1200,0.1200,0.1200,0.1200,0
20211022,0.1300,0.1300,0.1300,0.1300,0
20211025,0.1400,0.1400,0.1400,0.1400,0
20211026,0.1400,0.1400,0.1400,0.1400,0
20211027,0.1200,0.1200,0.1200,0.1200,0
20211028,0.1500,0.1500,0.1500,0.1500,0
20211029,0.1500,0.1500,0.1500,0.1500,0
20211101,0.1500,0.1500,0.1500,0.1500,0
20211102,0.1500,0.1500,0.1500,0.1500,0
20211103,0.1700,0.1700,0.1700,0.1700,0
20211104,0.1400,0.1400,0.1400,0.1400,0
20211105,0.1400,0.1400,0.1400,0.1400,0
20211108,0.1600,0.1600,0.1600,0.1600,0
20211109,0.1400,0.1400,0.1400,0.1400,0
20211110,0.1700,0.1700,0.1700,0.1700,0
20211112,0.1700,0.1700,0.1700,0.1700,0
20211115,0.1800,0.1800,0.1800,0.1800,0
20211116,0.1700,0.1700,0.1700,0.1700,0
20211117,0.1800,0.1800,0.1800,0.1800,0
20211118,0.1800,0.1800,0.1800,0.1800,0
20211119,0.1800,0.1800,0.1800,0.1800,0
20211122,0.2000,0.2000,0.2000,0.2000,0
20211123,0.2100,0.2100,0.2100,0.2100,0
20211124,0.2400,0.2400,0.2400,0.2400,0
20211126,0.2000,0.2000,0.2000,0.2000,0
20211129,0.2100,0.2100,0.2100,0.2100,0
20211130,0.2400,0.2400,0.2400,0.2400,0
20211201,0.2500,0.2500,0.2500,0.2500,0
20211202,0.2700,0.2700,0.2700,0.2700,0
20211203,0.2600,0.2600,0.2600,0.2600,0
20211206,0.2800,0.2800,0.2800,0.2800,0
20211207,0.3100,0.3100,0.3100,0.3100,0
20211208,0.2900,0.2900,0.2900,0.2900,0
20211209,0.2800,0.2800,0.2800,0.2800,0
20211210,0.2700,0.2700,0.2700,0.2700,0
20211213,0.2700,0.2700,0.2700,0.2700,0
20211214,0.2600,0.2600,0.2600,0.2600,0
20211215,0.2900,0.2900,0.2900,0.2900,0
20211216,0.2600,0.2600,0.2600,0.2600,0
20211217,0.2700,0.2700,0.2700,0.2700,0
20211220,0.2700,0.2700,0.2700,0.2700,0
20211221,0.2900,0.2900,0.2900,0.2900,0
20211222,0.2800,0.2800,0.2800,0.2800,0
20211223,0.3100,0.3100,0.3100,0.3100,0
20211227,0.3300,0.3300,0.3300,0.3300,0
20211228,0.3900,0.3900,0.3900,0.3900,0
20211229,0.3800,0.3800,0.3800,0.3800,0
20211230,0.3800,0.3800,0.3800,0.3800,0
20211231,0.3900,0.3900,0.3900,0.3900,0
20220103,0.4000,0.4000,0.4000,0.4000,0
20220104,0.3800,0.3800,0.3800,0.3800,0
20220105,0.4100,0.4100,0.4100,0.4100,0
20220106,0.4500,0.4500,0.4500,0.4500,0
20220107,0.4300,0.4300,0.4300,0.4300,0
20220110,0.4600,0.4600,0.4600,0.4600,0
20220111,0.4600,0.4600,0.4600,0.4600,0
20220112,0.4800,0.4800,0.4800,0.4800,0
20220113,0.4700,0.4700,0.4700,0.4700,0
20220114,0.5100,0.5100,0.5100,0.5100,0
20220118,0.5800,0.5800,0.5800,0.5800,0
20220119,0.5700,0.5700,0.5700,0.5700,0
20220120,0.6000,0.6000,0.6000,0.6000,0
20220121,0.5800,0.5800,0.5800,0.5800,0
20220124,0.5800,0.5800,0.5800,0.5800,0
20220125,0.6500,0.6500,0.6500,0.6500,0
20220126,0.7000,0.7000,0.7000,0.7000,0
20220127,0.7500,0.7500,0.7500,0.7500,0
20220128,0.7500,0.7500,0.7500,0.7500,0
20220131,0.7800,0.7800,0.7800,0.7800,0
20220201,0.7800,0.7800,0.7800,0.7800,0
20220202,0.7600,0.7600,0.7600,0.7600,0
20220203,0.7800,0.7800,0.7800,0.7800,0
20220204,0.8900,0.8900,0.8900,0.8900,0
20220207,0.8800,0.8800,0.8800,0.8800,0
20220208,0.9100,0.9100,0.9100,0.9100,0
20220209,0.9100,0.9100,0.9100,0.9100,0
20220210,1.1400,1.1400,1.1400,1.1400,0
20220211,1.0700,1.0700,1.0700,1.0700,0
20220214,1.1300,1.1300,1.1300,1.1300,0
20220215,1.1100,1.1100,1.1100,1.1100,0
20220216,1.0900,1.0900,1.0900,1.0900,0
20220217,1.0500,1.0500,1.0500,1.0500,0
20220218,1.0300,1.0300,1.0300,1.0300,0
20220222,1.1700,1.1700,1.1700,1.1700,0
20220223,1.1600,1.1600,1.1600,1.1600,0
20220224,1.0800,1.0800,1.0800,1.0800,0
20220225,1.1300,1.1300,1.1300,1.1300,0
20220228,1.0100,1.0100,1.0100,1.0100,0
20220301,0.9100,0.9100,0.9100,0.9100,0
20220302,1.0600,1.0600,1.0600,1.0600,0
20220303,1.0800,1.0800,1.0800,1.0800,0
20220304,1.0500,1.0500,1.0500,1.0500,0
20220307,1.0700,1.0700,1.0700,1.0700,0
20220308,1.1200,1.1200,1.1200,1.1200,0
20220309,1.1500,1.1500,1.1500,1.1500,0
20220310,1.1900,1.1900,1.1900,1.1900,0
20220311,1.2200,1.2200,1.2200,1.2200,0
20220314,1.2800,1.2800,1.2800,1.2800,0
20220315,1.2800,1.2800,1.2800,1.2800,0
20220316,1.3500,1.3500,1.3500,1.3500,0
