DATE,Y10_FIT,RNY10,TP10
20220104,1.4925,1.5669,-0.0744
20220105,1.5351,1.5679,-0.0327
20220106,1.6048,1.5855,0.0193
20220107,1.607,1.6001,0.0069
20220110,1.613,1.6029,0.0101
20220111,1.6041,1.5997,0.0044
20220112,1.62,1.6169,0.0031
20220113,1.5886,1.6299,-0.0413
20220114,1.6503,1.6399,0.0104
20220117,1.6882,1.6775,0.0108
20220118,1.7808,1.6795,0.1012
20220119,1.7834,1.6605,0.1229
20220120,1.7685,1.6661,0.1024
20220121,1.7036,1.6588,0.0448
20220124,1.722,1.6517,0.0703
20220125,1.7199,1.6624,0.0574
20220126,1.7604,1.6488,0.1116
20220127,1.7054,1.6694,0.036
20220128,1.6809,1.6684,0.0125
20220131,1.7021,1.6686,0.0335
20220201,1.7242,1.6681,0.0562
20220202,1.6564,1.691,-0.0346
20220203,1.6852,1.7053,-0.0201
20220204,1.7363,1.7457,-0.0094
20220207,1.7139,1.7357,-0.0218
20220208,1.7329,1.7436,-0.0107
20220209,1.7223,1.7497,-0.0273
20220210,1.8376,1.7851,0.0525
20220211,1.7262,1.7988,-0.0726
20220214,1.7864,1.8165,-0.0301
20220215,1.8274,1.8445,-0.0171
20220216,1.8055,1.8421,-0.0365
20220217,1.764,1.8316,-0.0676
20220218,1.7322,1.8286,-0.0964
20220222,1.7583,1.8397,-0.0814
20220223,1.8159,1.8503,-0.0344
20220224,1.7715,1.8291,-0.0576
20220225,1.754,1.8417,-0.0877
20220228,1.6809,1.8154,-0.1345
20220301,1.553,1.7535,-0.2005
20220302,1.6798,1.7993,-0.1195
20220303,1.6453,1.813,-0.1677
20220304,1.5191,1.7897,-0.2706
20220307,1.5742,1.7965,-0.2223
20220308,1.6905,1.7937,-0.1032
20220309,1.7382,1.8091,-0.0709
20220310,1.7723,1.8364,-0.0641
20220311,1.8439,1.8885,-0.0446
20220314,1.987,1.9325,0.0545
20220315,2.0034,1.9553,0.0481
20220316,2.0054,2.012,-0.0066
20220317,2.0185,1.9972,0.0213
20220318,2.0161,1.9969,0.0191
20220321,2.1623,2.0406,0.1217
20220322,2.2422,2.0665,0.1757
20220323,2.1466,2.0774,0.0692
20220324,2.2163,2.0968,0.1195
20220325,2.3851,2.174,0.2111
20220328,2.3477,2.1876,0.16
20220329,2.3196,2.1924,0.1272
20220330,2.2391,2.2582,-0.0191
20220331,2.2153,2.2404,-0.0251
20220401,2.3291,2.1731,0.1561
20220404,2.3401,2.1412,0.1988
20220405,2.3865,2.2197,0.1668
20220406,2.3933,2.2205,0.1728
20220407,2.419,2.2146,0.2044
20220408,2.488,2.2368,0.2511
20220411,2.5507,2.2257,0.325
20220412,2.4699,2.2096,0.2603
20220413,2.4785,2.1897,0.2888
20220414,2.6111,2.1776,0.4334
20220418,2.6258,2.2038,0.422
20220419,2.681,2.231,0.45
20220420,2.6587,2.3066,0.3521
20220421,2.7353,2.3072,0.4281
20220422,2.721,2.3375,0.3835
20220425,2.6454,2.3056,0.3399
20220426,2.5632,2.2716,0.2916
20220427,2.6296,2.2753,0.3543
20220428,2.6386,2.2853,0.3533
20220429,2.7132,2.335,0.3782
20220502,2.7884,2.3343,0.4541
20220503,2.796,2.3693,0.4267
20220504,2.7129,2.3458,0.3671
20220505,2.8467,2.3422,0.5045
20220506,2.9227,2.3199,0.6028
20220509,2.7959,2.3229,0.4731
20220510,2.7888,2.346,0.4428
20220511,2.7734,2.3934,0.38
20220512,2.7047,2.3588,0.3459
20220513,2.7402,2.3525,0.3877
20220516,2.708,2.3385,0.3696
20220517,2.8113,2.3937,0.4176
20220518,2.753,2.4296,0.3234
20220519,2.6769,2.4069,0.27
20220520,2.6233,2.3982,0.2251
20220524,2.5967,2.3541,0.2426
20220525,2.5649,2.3299,0.235
20220526,2.6025,2.3253,0.2772
20220527,2.591,2.3236,0.2674
20220530,2.6472,2.3346,0.3126
20220531,2.6936,2.386,0.3076
20220601,2.7937,2.4328,0.3609
20220602,2.794,2.4838,0.3102
20220603,2.8631,2.5139,0.3493
20220606,2.9706,2.5692,0.4015
20220607,2.9739,2.5895,0.3844
20220608,3.0566,2.6048,0.4517
20220609,3.0265,2.5889,0.4376
20220610,3.1678,2.6459,0.5219
20220613,3.3337,2.6972,0.6365
20220614,3.4373,2.7132,0.7241
20220615,3.2753,2.6746,0.6008
20220616,3.2138,2.6506,0.5633
20220617,3.2261,2.6366,0.5895
20220620,3.2712,2.662,0.6092
20220621,3.3006,2.6933,0.6073
20220622,3.1958,2.681,0.5148
20220623,3.085,2.6045,0.4805
20220624,3.1305,2.5917,0.5388
20220627,3.1842,2.6206,0.5636
20220628,3.1437,2.6412,0.5026
20220629,3.086,2.639,0.4471
20220630,3.025,2.6207,0.4043
20220704,2.9601,2.6173,0.3428
20220705,2.8479,2.6292,0.2187
20220706,2.9512,2.6736,0.2776
20220707,2.9937,2.6997,0.294
20220708,3.0716,2.7326,0.3391
20220711,3.0354,2.714,0.3215
20220712,2.9741,2.6994,0.2747
20220713,2.9891,2.7274,0.2617
20220714,2.9892,2.7319,0.2573
20220715,2.9338,2.6967,0.2371
20220718,2.9326,2.6971,0.2355
20220719,2.9398,2.7543,0.1855
20220720,2.9568,2.7712,0.1856
20220721,2.7917,2.7638,0.0279
20220722,2.6882,2.682,0.0062
20220725,2.7496,2.6631,0.0865
20220726,2.685,2.7109,-0.0259
20220727,2.6369,2.7078,-0.0709
20220728,2.474,2.655,-0.181
20220729,2.4748,2.6709,-0.1961
20220802,2.5794,2.7298,-0.1504
20220803,2.5565,2.815,-0.2585
20220804,2.5208,2.783,-0.2622
20220805,2.6219,2.8103,-0.1884
20220808,2.5773,2.8134,-0.2361
20220809,2.6254,2.805,-0.1796
20220810,2.5781,2.774,-0.1958
20220811,2.6856,2.7837,-0.098
20220812,2.6268,2.8143,-0.1876
20220815,2.5966,2.7984,-0.2018
20220816,2.6271,2.8753,-0.2483
20220817,2.7241,2.9017,-0.1776
20220818,2.7278,2.8941,-0.1663
20220819,2.8131,2.9198,-0.1068
20220822,2.9429,2.8422,0.1007
20220823,2.9392,2.8968,0.0424
20220824,3.0347,2.8548,0.1799
20220825,2.9337,2.9059,0.0278
20220826,2.9551,2.9077,0.0474
20220829,3.0293,2.9024,0.1269
20220830,2.991,2.968,0.023
20220831,3.0533,2.9334,0.1199
20220901,3.105,2.9398,0.1652
20220902,3.0324,2.8993,0.1331
20220906,3.1378,2.8515,0.2863
20220907,3.0666,2.9011,0.1655
20220908,3.1347,2.9135,0.2212
20220909,3.0608,2.9192,0.1415
20220912,3.074,2.9013,0.1727
20220913,3.1151,2.9814,0.1337
20220914,3.0851,3.0088,0.0763
20220915,3.1106,3.0181,0.0925
20220916,3.0942,3.008,0.0862
20220919,3.0766,3.0493,0.0273
20220920,3.0574,3.0225,0.0349
20220921,2.9951,3.0341,-0.039
20220922,3.0683,3.029,0.0393
20220923,3.0358,3.0425,-0.0067
20220926,3.177,3.0261,0.151
20220927,3.2045,3.0705,0.134
20220928,2.9724,3.0395,-0.0671
20220929,3.0712,3.0248,0.0463
20221003,3.0618,2.988,0.0738
20221004,3.0565,2.9626,0.0938
20221005,3.2006,3.0056,0.195
20221006,3.2569,3.0471,0.2098
20221007,3.2827,3.1214,0.1613
20221011,3.3723,3.1266,0.2457
20221012,3.3293,3.1144,0.2149
20221013,3.3148,3.1531,0.1617
20221014,3.3897,3.1363,0.2534
20221017,3.3193,3.1824,0.1369
20221018,3.2347,3.1572,0.0775
20221019,3.4533,3.1861,0.2673
20221020,3.5718,3.2196,0.3522
20221021,3.4711,3.2131,0.2579
20221024,3.4784,3.1675,0.3109
20221025,3.3666,3.2373,0.1293
20221026,3.1747,3.0921,0.0826
20221027,3.0853,3.0799,0.0054
20221028,3.1298,3.0856,0.0442
20221031,3.1991,3.0799,0.1192
20221101,3.1776,3.0913,0.0863
20221102,3.2332,3.1099,0.1233
20221103,3.3411,3.1272,0.2139
20221104,3.4039,3.1968,0.2071
20221107,3.5168,3.1853,0.3315
20221108,3.3741,3.2193,0.1548
20221109,3.2794,3.2409,0.0385
20221110,3.0255,3.126,-0.1004
20221114,3.0599,3.1262,-0.0664
20221115,3.0356,3.128,-0.0924
20221116,2.945,3.1484,-0.2034
20221117,2.9956,3.1955,-0.2
20221118,3.0187,3.1984,-0.1797
20221121,2.9876,3.1818,-0.1942
20221122,2.9116,3.2213,-0.3097
20221123,2.8583,3.2261,-0.3677
20221124,2.7904,3.2236,-0.4331
20221125,2.7805,3.2231,-0.4425
20221128,2.8344,3.2059,-0.3715
20221129,2.8992,3.1966,-0.2975
20221130,2.8415,3.2052,-0.3637
20221201,2.7125,3.1759,-0.4634
20221202,2.6494,3.1729,-0.5236
20221205,2.7275,3.1599,-0.4324
20221206,2.652,3.1783,-0.5262
20221207,2.6315,3.176,-0.5445
20221208,2.6736,3.192,-0.5184
20221209,2.7355,3.2094,-0.4739
20221212,2.792,3.2,-0.408
20221213,2.7303,3.1346,-0.4043
20221214,2.6669,3.1432,-0.4763
20221215,2.6313,3.1398,-0.5085
20221216,2.6558,3.1272,-0.4714
20221219,2.741,3.1207,-0.3797
20221220,2.8405,3.1443,-0.3038
20221221,2.852,3.1372,-0.2852
20221222,2.9162,3.1745,-0.2584
20221223,3.017,3.1944,-0.1773
20221228,3.1452,3.2129,-0.0677
20221229,3.1355,3.2084,-0.0729
20221230,3.1546,3.2437,-0.0891
20230103,3.0807,3.2202,-0.1395
20230104,3.0025,3.2313,-0.2288
20230105,3.0236,3.2667,-0.2431
20230106,2.9291,3.2668,-0.3377
20230109,2.9524,3.2116,-0.2591
20230110,2.9701,3.2166,-0.2465
20230111,2.8572,3.2206,-0.3635
20230112,2.7265,3.2254,-0.499
20230113,2.7352,3.1683,-0.4331
20230116,2.6846,3.1521,-0.4676
20230117,2.6815,3.1448,-0.4633
20230118,2.5733,3.087,-0.5137
20230119,2.5886,3.111,-0.5224
20230120,2.6851,3.1239,-0.4388
20230123,2.7311,3.1425,-0.4115
20230124,2.6904,3.1379,-0.4475
20230125,2.6524,3.1005,-0.4481
20230126,2.7214,3.1105,-0.3891
20230127,2.7578,3.1427,-0.3849
20230130,2.784,3.1658,-0.3818
20230131,2.7765,3.183,-0.4064
20230201,2.6802,3.1707,-0.4906
20230202,2.6672,3.1659,-0.4987
20230203,2.7842,3.1991,-0.4149
20230206,2.94,3.1738,-0.2338
20230207,2.9535,3.22,-0.2665
20230208,2.87,3.2643,-0.3943
20230209,2.9217,3.2553,-0.3336
20230210,3.016,3.2965,-0.2805
20230213,2.9694,3.2946,-0.3251
20230214,3.0604,3.3508,-0.2905
20230215,3.1337,3.3266,-0.1929
20230216,3.1702,3.2985,-0.1283
20230217,3.1821,3.2789,-0.0968
20230221,3.3292,3.2855,0.0437
20230222,3.2773,3.2754,0.0019
20230223,3.2228,3.2901,-0.0672
20230224,3.3061,3.3015,0.0046
20230227,3.2755,3.3153,-0.0399
20230228,3.2378,3.2867,-0.0489
20230301,3.3212,3.292,0.0291
20230302,3.4003,3.2839,0.1164
20230303,3.2585,3.2812,-0.0227
20230306,3.2935,3.2811,0.0124
20230307,3.2538,3.3163,-0.0625
20230308,3.1819,3.3107,-0.1287
20230309,3.0632,3.3018,-0.2385
20230310,2.8871,3.2422,-0.3551
20230313,2.7183,2.9689,-0.2507
20230314,2.7823,3.0967,-0.3144
20230315,2.7199,2.9307,-0.2108
20230316,2.8694,3.0141,-0.1447
20230317,2.7115,2.9763,-0.2648
20230320,2.752,3.0223,-0.2703
20230321,2.7826,3.0675,-0.2849
20230322,2.5855,3.0246,-0.4391
20230323,2.6044,2.9983,-0.394
20230324,2.6539,2.9257,-0.2718
20230327,2.8096,3.0097,-0.2002
20230328,2.8227,3.0651,-0.2424
20230329,2.8256,3.1085,-0.2828
20230330,2.8189,3.1334,-0.3145
20230331,2.7832,3.1312,-0.348
20230403,2.7237,3.0958,-0.3722
20230404,2.6627,3.0409,-0.3782
20230405,2.6844,3.0255,-0.3412
20230406,2.688,3.0664,-0.3784
20230410,2.7896,3.1337,-0.3441
20230411,2.8024,3.1507,-0.3482
20230412,2.7662,3.1649,-0.3987
20230413,2.8546,3.1587,-0.3041
20230414,2.9326,3.1634,-0.2307
20230417,2.9761,3.1982,-0.2221
20230418,2.9515,3.1849,-0.2333
20230419,2.9445,3.2091,-0.2645
20230420,2.8616,3.1837,-0.322
20230421,2.8257,3.1512,-0.3255
20230424,2.808,3.1591,-0.3512
20230425,2.6679,3.1082,-0.4403
20230426,2.7294,3.1196,-0.3902
20230427,2.8256,3.1586,-0.333
20230428,2.705,3.1485,-0.4435
20230501,2.8611,3.1543,-0.2932
20230502,2.7068,3.113,-0.4062
20230503,2.6309,3.1071,-0.4762
20230504,2.6767,3.0626,-0.3859
20230505,2.8039,3.0946,-0.2907
20230508,2.873,3.0975,-0.2245
20230509,2.8305,3.1609,-0.3304
20230510,2.7668,3.1218,-0.3551
20230511,2.7097,3.1078,-0.3982
20230512,2.7547,3.1341,-0.3794
20230515,2.8453,3.1432,-0.2978
20230516,2.9359,3.2238,-0.2879
20230517,2.9773,3.2793,-0.302
20230518,3.0608,3.2905,-0.2297
20230519,3.0055,3.2397,-0.2342
20230523,3.1338,3.2664,-0.1326
20230524,3.169,3.2822,-0.1131
20230525,3.2131,3.3098,-0.0966
20230526,3.2512,3.3348,-0.0835
20230529,3.2594,3.3458,-0.0864
20230530,3.1648,3.3399,-0.1751
20230531,3.099,3.3352,-0.2362
20230601,3.0707,3.3405,-0.2698
20230602,3.1371,3.3746,-0.2376
20230605,3.1689,3.3921,-0.2232
20230606,3.1814,3.4316,-0.2502
20230607,3.3475,3.5059,-0.1584
20230608,3.302,3.4997,-0.1977
20230609,3.2914,3.4724,-0.181
20230612,3.2527,3.4664,-0.2137
20230613,3.3919,3.4788,-0.0869
20230614,3.3308,3.4899,-0.1591
20230615,3.244,3.4857,-0.2417
20230616,3.2761,3.4934,-0.2173
20230619,3.3388,3.516,-0.1773
20230620,3.2588,3.5271,-0.2683
20230621,3.2897,3.561,-0.2713
20230622,3.3716,3.5962,-0.2246
20230623,3.2847,3.574,-0.2892
20230626,3.2426,3.5389,-0.2963
20230627,3.2307,3.5531,-0.3224
20230628,3.1659,3.5038,-0.3379
20230629,3.2976,3.5788,-0.2812
20230630,3.2128,3.5318,-0.319
20230704,3.257,3.5671,-0.3101
20230705,3.3608,3.549,-0.1882
20230706,3.4454,3.5708,-0.1255
20230707,3.5158,3.5786,-0.0628
20230710,3.4636,3.5626,-0.0991
20230711,3.4995,3.5641,-0.0646
20230712,3.3627,3.5514,-0.1887
20230713,3.2785,3.5252,-0.2467
20230714,3.3254,3.5284,-0.203
20230717,3.3476,3.5573,-0.2097
20230718,3.3255,3.5449,-0.2194
20230719,3.2894,3.5577,-0.2683
20230720,3.4256,3.5391,-0.1135
20230721,3.3615,3.5284,-0.167
20230724,3.4588,3.544,-0.0852
20230725,3.4886,3.5561,-0.0675
20230726,3.4013,3.5553,-0.154
20230727,3.5707,3.5677,0.003
20230728,3.4697,3.5578,-0.0881
20230731,3.4532,3.5506,-0.0974
20230801,3.5447,3.5735,-0.0288
20230802,3.5471,3.5655,-0.0184
20230803,3.6537,3.5413,0.1124
20230804,3.4875,3.5035,-0.016
20230808,3.4613,3.4713,-0.01
20230809,3.468,3.4963,-0.0283
20230810,3.5605,3.486,0.0745
20230811,3.6149,3.5046,0.1103
20230814,3.6446,3.523,0.1216
20230815,3.6952,3.5671,0.1281
20230816,3.7247,3.5666,0.1581
20230817,3.7321,3.5657,0.1664
20230818,3.6649,3.5666,0.0982
20230821,3.7551,3.5371,0.218
20230822,3.7899,3.5564,0.2335
20230823,3.6083,3.5344,0.0739
20230824,3.6786,3.5366,0.142
20230825,3.6572,3.5541,0.103
20230828,3.6236,3.5635,0.0601
20230829,3.5193,3.5555,-0.0362
20230830,3.5251,3.5122,0.0129
20230831,3.5129,3.5117,0.0012
20230901,3.4968,3.4619,0.0349
20230905,3.6297,3.482,0.1477
20230906,3.6356,3.4838,0.1518
20230907,3.5934,3.4758,0.1176
20230908,3.6244,3.4755,0.1489
20230911,3.6295,3.4976,0.1319
20230912,3.6245,3.5217,0.1028
20230913,3.6041,3.5251,0.0791
20230914,3.6274,3.5045,0.1229
20230915,3.6831,3.5094,0.1737
20230918,3.6974,3.5254,0.172
20230919,3.8162,3.5727,0.2435
20230920,3.8328,3.5903,0.2425
20230921,3.8956,3.586,0.3097
20230922,3.8564,3.5719,0.2845
20230925,3.9701,3.5519,0.4182
20230926,3.9523,3.583,0.3693
20230927,4.0267,3.564,0.4628
20230928,3.9958,3.5512,0.4446
20230929,3.9657,3.5271,0.4386
20231003,4.1907,3.525,0.6657
20231004,4.0819,3.509,0.5728
20231005,4.0695,3.466,0.6034
20231006,4.0685,3.5139,0.5546
20231010,3.9014,3.4996,0.4018
20231011,3.8471,3.5201,0.3269
20231012,3.9656,3.5211,0.4445
20231013,3.9082,3.5286,0.3797
20231016,3.9743,3.5369,0.4374
20231017,4.0185,3.5212,0.4972
20231018,4.0639,3.4961,0.5678
20231019,4.1167,3.4921,0.6246
20231020,4.0155,3.4752,0.5403
20231023,3.953,3.4472,0.5058
20231024,3.941,3.4544,0.4866
20231025,4.0418,3.4294,0.6124
20231026,3.9205,3.4145,0.506
20231027,3.8826,3.3773,0.5053
20231030,3.9399,3.3979,0.542
20231031,3.9673,3.3861,0.5812
20231101,3.8303,3.3596,0.4707
20231102,3.774,3.3612,0.4128
20231103,3.6278,3.3342,0.2936
20231106,3.7269,3.3244,0.4025
20231107,3.6573,3.3558,0.3015
20231108,3.6132,3.3742,0.239
20231109,3.7673,3.3733,0.3941
20231110,3.7557,3.3695,0.3862
20231114,3.6034,3.2966,0.3069
20231115,3.6841,3.3567,0.3274
20231116,3.6266,3.3347,0.2919
20231117,3.6242,3.3373,0.2868
20231120,3.566,3.3557,0.2103
20231121,3.5638,3.337,0.2268
20231122,3.5749,3.329,0.2458
20231123,3.6475,3.3173,0.3302
20231124,3.6443,3.3394,0.3049
20231127,3.5693,3.33,0.2393
20231128,3.4913,3.3055,0.1858
20231129,3.4442,3.2401,0.2041
20231130,3.4934,3.2425,0.2509
20231201,3.3702,3.1844,0.1858
20231204,3.3885,3.2316,0.1569
20231205,3.2754,3.2153,0.0601
20231206,3.2199,3.2321,-0.0123
20231207,3.233,3.2095,0.0235
20231208,3.2943,3.2564,0.038
20231211,3.3787,3.2093,0.1693
20231212,3.3375,3.277,0.0604
20231213,3.1805,3.1715,0.0091
20231214,3.0914,3.1417,-0.0503
20231215,3.0636,3.1637,-0.1001
20231218,3.132,3.1611,-0.0291
20231219,3.0656,3.213,-0.1474
20231220,2.988,3.1968,-0.2088
20231221,3.0538,3.1836,-0.1298
20231222,3.1412,3.1997,-0.0585
20231227,2.9826,3.1919,-0.2093
20231228,3.0326,3.1778,-0.1451
20231229,3.0171,3.1783,-0.1612
20240102,3.0995,3.1875,-0.088
20240103,3.0482,3.2216,-0.1734
20240104,3.1616,3.2164,-0.0548
20240105,3.1902,3.2151,-0.0249
20240108,3.1439,3.2202,-0.0763
20240109,3.1321,3.2274,-0.0953
20240110,3.1881,3.2173,-0.0292
20240111,3.1669,3.2006,-0.0337
20240112,3.1372,3.1297,0.0075
20240115,3.1648,3.0935,0.0713
20240116,3.2771,3.1554,0.1217
20240117,3.3673,3.1985,0.1688
20240118,3.4329,3.1639,0.269
20240119,3.4277,3.2089,0.2188
20240122,3.3553,3.2461,0.1092
20240123,3.3664,3.2458,0.1206
20240124,3.4041,3.2082,0.1959
20240125,3.4005,3.1864,0.2141
20240126,3.4413,3.2151,0.2262
20240129,3.3928,3.171,0.2218
20240130,3.3176,3.2401,0.0775
20240131,3.2383,3.2535,-0.0152
20240201,3.1639,3.2003,-0.0364
20240202,3.2899,3.2458,0.0441
20240205,3.4174,3.2638,0.1536
20240206,3.3524,3.2179,0.1345
20240207,3.4159,3.2094,0.2064
20240208,3.4947,3.2355,0.2592
20240209,3.4752,3.2542,0.221
20240212,3.5178,3.2511,0.2667
20240213,3.5822,3.3349,0.2472
20240214,3.496,3.2727,0.2233
20240215,3.4675,3.2922,0.1754
20240216,3.5044,3.2777,0.2267
20240220,3.4373,3.2107,0.2266
20240221,3.4637,3.2429,0.2207
20240222,3.4561,3.2559,0.2002
20240223,3.3829,3.2547,0.1282
20240226,3.403,3.2719,0.1311
20240227,3.4656,3.2736,0.192
20240228,3.4517,3.2354,0.2163
20240229,3.4059,3.2472,0.1586
20240301,3.3457,3.2286,0.1171
20240304,3.3706,3.228,0.1426
20240305,3.2834,3.1951,0.0883
20240306,3.2636,3.2164,0.0472
20240307,3.2699,3.2266,0.0434
20240308,3.242,3.2093,0.0326
20240311,3.2728,3.1805,0.0923
20240312,3.3184,3.201,0.1174
20240313,3.338,3.2303,0.1077
20240314,3.4351,3.2585,0.1767
20240315,3.4684,3.2446,0.2237
20240318,3.52,3.2723,0.2477
20240319,3.4403,3.2282,0.212
20240320,3.4016,3.2045,0.197
20240321,3.4352,3.2052,0.23
20240322,3.3668,3.1902,0.1766
20240325,3.4018,3.2011,0.2007
20240326,3.4138,3.2154,0.1984
20240327,3.3687,3.2145,0.1542
20240328,3.3733,3.2335,0.1398
20240401,3.5208,3.2418,0.279
20240402,3.5298,3.2369,0.2929
20240403,3.5184,3.2176,0.3008
20240404,3.4685,3.2147,0.2538
20240405,3.5209,3.1978,0.3231
20240408,3.5642,3.1831,0.3811
20240409,3.4835,3.2064,0.2771
20240410,3.6158,3.2623,0.3535
20240411,3.6505,3.2249,0.4257
20240412,3.5689,3.2069,0.362
20240415,3.6624,3.2202,0.4422
20240416,3.6645,3.1953,0.4692
20240417,3.6224,3.2002,0.4222
20240418,3.6858,3.2096,0.4761
20240419,3.6596,3.2178,0.4418
20240422,3.6845,3.2157,0.4688
20240423,3.6988,3.2055,0.4933
20240424,3.7228,3.2169,0.5059
20240425,3.7923,3.2288,0.5635
20240426,3.7602,3.229,0.5312
20240429,3.7166,3.2024,0.5142
20240430,3.765,3.2324,0.5326
20240501,3.6987,3.2314,0.4673
20240502,3.6573,3.2091,0.4482
20240503,3.5852,3.1739,0.4113
20240506,3.5528,3.1754,0.3773
20240507,3.5155,3.1834,0.3321
20240508,3.5766,3.1841,0.3924
20240509,3.5661,3.1916,0.3745
20240510,3.6366,3.2306,0.406
20240513,3.627,3.2284,0.3985
20240514,3.63,3.2186,0.4114
20240515,3.5063,3.2076,0.2987
20240516,3.5098,3.1938,0.316
20240517,3.5596,3.2143,0.3452
20240521,3.514,3.18,0.3341
20240522,3.5387,3.1843,0.3543
20240523,3.5572,3.2002,0.357
20240524,3.541,3.2155,0.3256
20240527,3.5674,3.2177,0.3497
20240528,3.6362,3.2105,0.4257
20240529,3.6924,3.2182,0.4742
20240530,3.641,3.2056,0.4353
20240531,3.5581,3.1746,0.3835
20240603,3.4541,3.1712,0.283
20240604,3.364,3.1696,0.1944
20240605,3.2926,3.1211,0.1715
20240606,3.3138,3.1071,0.2067
20240607,3.3907,3.1125,0.2782
20240610,3.4317,3.0984,0.3333
20240611,3.4095,3.0815,0.328
20240612,3.329,3.0643,0.2647
20240613,3.2519,3.0621,0.1899
20240614,3.227,3.0377,0.1893
20240617,3.2507,3.0572,0.1935
20240618,3.1918,3.0497,0.1421
20240619,3.2268,3.0497,0.1771
20240620,3.2649,3.0695,0.1953
20240621,3.2735,3.0656,0.2079
20240624,3.2776,3.0703,0.2074
20240625,3.3093,3.092,0.2172
20240626,3.407,3.1153,0.2916
20240627,3.4077,3.1091,0.2986
20240628,3.432,3.0897,0.3423
20240702,3.5325,3.1066,0.4259
20240703,3.4928,3.1061,0.3867
20240704,3.53,3.0975,0.4325
20240705,3.4446,3.0362,0.4085
20240708,3.3979,3.0606,0.3373
20240709,3.4238,3.0436,0.3802
20240710,3.3995,3.055,0.3445
20240711,3.3578,3.0238,0.334
20240712,3.3289,3.0124,0.3165
20240715,3.3323,3.0012,0.3311
20240716,3.2769,2.9937,0.2832
20240717,3.2599,3.0069,0.253
20240718,3.2986,2.9667,0.3319
20240719,3.3146,2.9683,0.3463
20240722,3.3336,2.9773,0.3563
20240723,3.3228,2.9376,0.3852
20240724,3.3069,2.9196,0.3873
20240725,3.3015,2.9027,0.3988
20240726,3.242,2.8997,0.3423
20240729,3.2064,2.8957,0.3107
20240730,3.1689,2.8582,0.3107
20240731,3.0991,2.8636,0.2355
20240801,3.0327,2.8257,0.207
20240802,2.9338,2.7388,0.195
20240806,3.0093,2.8254,0.1839
20240807,3.0832,2.7639,0.3193
20240808,3.1224,2.7669,0.3555
20240809,3.0553,2.77,0.2853
20240812,3.0031,2.7908,0.2123
20240813,2.9661,2.745,0.2211
20240814,2.9487,2.7438,0.2049
20240815,3.0174,2.7566,0.2607
