DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
20210908,0.1700,0.1700,0.1700,0.1700,0
20210909,0.1700,0.1700,0.1700,0.1700,0
20210910,0.1700,0.1700,0.1700,0.1700,0
20210913,0.1700,0.1700,0.1700,0.1700,0
20210914,0.1700,0.1700,0.1700,0.1700,0
20210915,0.1800,0.1800,0.1800,0.1800,0
20210916,0.1700,0.1700,0.1700,0.1700,0
20210917,0.1600,0.1600,0.1600,0.1600,0
20210920,0.1700,0.1700,0.1700,0.1700,0
20210921,0.1700,0.1700,0.1700,0.1700,0
20210922,0.1500,0.1500,0.1500,0.1500,0
20210923,0.1700,0.1700,0.1700,0.1700,0
20210924,0.1500,0.1500,0.1500,0.1500,0
20210927,0.1600,0.1600,0.1600,0.1600,0
20210928,0.1800,0.1800,0.1800,0.1800,0
20210929,0.1600,0.1600,0.1600,0.1600,0
20211001,0.1600,0.1600,0.1600,0.1600,0
20211004,0.1700,0.1700,0.1700,0.1700,0
20211005,0.1600,0.1600,0.1600,0.1600,0
20211006,0.1600,0.1600,0.1600,0.1600,0
20211007,0.1600,0.1600,0.1600,0.1600,0
20211008,0.1600,0.1600,0.1600,0.1600,0
20211012,0.1700,0.1700,0.1700,0.1700,0
20211013,0.2000,0.2000,0.2000,0.2000,0
20211014,0.1500,0.1500,0.1500,0.1500,0
20211015,0.1600,0.1600,0.1600,0.1600,0
20211018,0.2000,0.2000,0.2000,0.2000,0
20211019,0.2100,0.2100,0.2100,0.2100,0
20211020,0.2000,0.2000,0.2000,0.2000,0
20211021,0.2100,0.2100,0.2100,0.2100,0
20211022,0.1800,0.1800,0.1800,0.1800,0
20211025,0.1800,0.1800,0.1800,0.1800,0
20211026,0.2200,0.2200,0.2200,0.2200,0
20211027,0.2600,0.2600,0.2600,0.2600,0
20211028,0.2800,0.2800,0.2800,0.2800,0
20211029,0.2800,0.2800,0.2800,0.2800,0
20211101,0.2900,0.2900,0.2900,0.2900,0
20211102,0.2900,0.2900,0.2900,0.2900,0
20211103,0.3100,0.3100,0.3100,0.3100,0
20211104,0.3000,0.3000,0.3000,0.3000,0
20211105,0.2900,0.2900,0.2900,0.2900,0
20211108,0.3000,0.3000,0.3000,0.3000,0
20211109,0.2900,0.2900,0.2900,0.2900,0
20211110,0.2800,0.2800,0.2800,0.2800,0
20211112,0.3400,0.3400,0.3400,0.3400,0
20211115,0.3500,0.3500,0.3500,0.3500,0
20211116,0.3600,0.3600,0.3600,0.3600,0
20211117,0.3500,0.3500,0.3500,0.3500,0
20211118,0.3500,0.3500,0.3500,0.3500,0
20211119,0.3500,0.3500,0.3500,0.3500,0
20211122,0.3500,0.3500,0.3500,0.3500,0
20211123,0.3500,0.3500,0.3500,0.3500,0
20211124,0.3200,0.3200,0.3200,0.3200,0
20211125,0.2900,0.2900,0.2900,0.2900,0
20211126,0.2500,0.2500,0.2500,0.2500,0
20211129,0.2400,0.2400,0.2400,0.2400,0
20211130,0.2300,0.2300,0.2300,0.2300,0
20211201,0.2300,0.2300,0.2300,0.2300,0
20211202,0.2200,0.2200,0.2200,0.2200,0
20211203,0.2000,0.2000,0.2000,0.2000,0
20211206,0.2200,0.2200,0.2200,0.2200,0
20211207,0.2500,0.2500,0.2500,0.2500,0
20211208,0.3800,0.3800,0.3800,0.3800,0
20211209,0.2800,0.2800,0.2800,0.2800,0
20211210,0.2200,0.2200,0.2200,0.2200,0
20211213,0.2300,0.2300,0.2300,0.2300,0
